DATE_TIME,pollutant_clean
2025-08-30,0.02654056437313557
2025-08-31,0.02654056437313557
2025-09-01,0.02654056437313557
2025-09-02,0.02654056437313557
2025-09-03,0.02654056437313557
2025-09-04,0.02654056437313557
2025-09-05,0.02654056437313557
2025-09-06,0.02654056437313557
2025-09-07,0.026405111265679203
2025-09-08,0.026269658158222835
2025-09-09,0.026134205050766468
2025-09-10,0.025998751943310104
2025-09-11,0.025863298835853737
2025-09-12,0.02572784572839737
2025-09-13,0.02574360618988673
2025-09-14,0.02575936665137609
2025-09-15,0.02577512711286545
2025-09-16,0.02640745230019093
2025-09-17,0.027039777487516403
2025-09-18,0.02767210267484188
2025-09-19,0.02830442786216736
2025-09-20,0.028936753049492833
2025-09-21,0.02956907823681831
2025-09-22,0.03322291560471057
2025-09-23,0.03687675297260284
2025-09-24,0.03368048556149006
2025-09-25,0.030484218150377274
2025-09-26,0.02728795073926449
2025-09-27,0.02331777475774288
2025-09-28,0.026022327442963917
2025-09-29,0.028726880128184952
2025-09-30,0.03143143281340599
2025-10-01,0.028142630122601986
2025-10-02,0.02485382743179798
2025-10-03,0.025250732898712158
2025-10-04,0.025647638365626335
2025-10-05,0.026044543832540512
2025-10-06,0.026441449299454686
2025-10-07,0.026838354766368862
2025-10-08,0.02723526023328304
2025-10-09,0.028355863255759076
2025-10-10,0.029476466278235115
2025-10-11,0.030597069300711155
2025-10-12,0.03171767232318719
2025-10-13,0.03283827534566323
2025-10-14,0.03395887836813927
2025-10-15,0.033358704728575855
2025-10-16,0.03275853108901244
2025-10-17,0.032158357449449025
2025-10-18,0.031558183809885614
2025-10-19,0.0309580101703222
2025-10-20,0.030357836530758787
2025-10-21,0.02975766289119537
2025-10-22,0.02915748925163196
2025-10-23,0.028557315612068545
2025-10-24,0.027957141972505133
2025-10-25,0.027356968332941718
2025-10-26,0.026756794693378307
2025-10-27,0.02615662105381489
2025-10-28,0.02536521293222904
2025-10-29,0.026729098521173
2025-10-30,0.02809298411011696
2025-10-31,0.02854568883776665
2025-11-01,0.030949510633945465
2025-11-02,0.03335333243012428
2025-11-03,0.032725818624550644
2025-11-04,0.03209830481897701
2025-11-05,0.031470791013403374
2025-11-06,0.030843277207829735
2025-11-07,0.0302157634022561
2025-11-08,0.029588249596682464
2025-11-09,0.028960735791108826
2025-11-10,0.02833322198553519
2025-11-11,0.027705708179961555
2025-11-12,0.027078194374387916
2025-11-13,0.02645068056881428
2025-11-14,0.02414821833372116
2025-11-15,0.024365998147165075
2025-11-16,0.024583777960608986
2025-11-17,0.0248015577740529
2025-11-18,0.025019337587496814
2025-11-19,0.025237117400940725
2025-11-20,0.02545489721438464
2025-11-21,0.025672677027828553
2025-11-22,0.025890456841272464
2025-11-23,0.02610823665471638
2025-11-24,0.02632601646816029
2025-11-25,0.026543796281604203
2025-11-26,0.026761576095048117
2025-11-27,0.026979355908492028
2025-11-28,0.027197135721935942
2025-11-29,0.027414915535379857
2025-11-30,0.027632695348823767
2025-12-01,0.02785047516226768
2025-12-02,0.027684231288731098
2025-12-03,0.02751798741519451
2025-12-04,0.029304394498467445
2025-12-05,0.03109080158174038
2025-12-06,0.02918673306703568
2025-12-07,0.029705439507961277
2025-12-08,0.030224145948886876
2025-12-09,0.030742852389812475
2025-12-10,0.03126155883073807
2025-12-11,0.03178026527166367
2025-12-12,0.03229897171258927
2025-12-13,0.03281767815351487
2025-12-14,0.033336384594440466
2025-12-15,0.03385509103536607
2025-12-16,0.03437379747629166
2025-12-17,0.02794068492949009
2025-12-18,0.030265226028859615
2025-12-19,0.03258976712822914
2025-12-20,0.03281785361468792
2025-12-21,0.0330459401011467
2025-12-22,0.03263585269451141
2025-12-23,0.03248194232583045
2025-12-24,0.0323280319571495
2025-12-25,0.032174121588468545
2025-12-26,0.03202021121978759
2025-12-27,0.031866300851106644
2025-12-28,0.03171239048242569
2025-12-29,0.031558480113744736
2025-12-30,0.03140456974506378
2025-12-31,0.03125065937638283
2026-01-01,0.03157947584986687
2026-01-02,0.031908292323350906
2026-01-03,0.03223710879683494
2026-01-04,0.03256592527031898
2026-01-05,0.03289474174380302
2026-01-06,0.03473242744803429
2026-01-07,0.03234855085611343
2026-01-08,0.03410032950341701
2026-01-09,0.035852108150720596
2026-01-10,0.03760388679802418
2026-01-11,0.03935566544532776
2026-01-12,0.03200484812259674
2026-01-13,0.0391426682472229
2026-01-14,0.03853567689657211
2026-01-15,0.037928685545921326
2026-01-16,0.03732169419527054
2026-01-17,0.031992885284125805
2026-01-18,0.02666407637298107
2026-01-19,0.02998304646462202
2026-01-20,0.03330201655626297
2026-01-21,0.03419560752809048
2026-01-22,0.03508919849991798
2026-01-23,0.0356475127240022
2026-01-24,0.03620582694808642
2026-01-25,0.03676414117217064
2026-01-26,0.03659145161509514
2026-01-27,0.03641876205801964
2026-01-28,0.03624607250094414
2026-01-29,0.03607338294386864
2026-01-30,0.03590069338679314
2026-01-31,0.035728003829717636
2026-02-01,0.035555314272642136
2026-02-02,0.035382624715566635
2026-02-03,0.035209935158491135
2026-02-04,0.035037245601415634
2026-02-05,0.034864556044340134
2026-02-06,0.03469186648726463
2026-02-07,0.03451917693018913
2026-02-08,0.03434648737311363
2026-02-09,0.03417379781603813
2026-02-10,0.03400110825896263
2026-02-11,0.03317001671530306
2026-02-12,0.032338925171643496
2026-02-13,0.03150783362798393
2026-02-14,0.03067674208432436
2026-02-15,0.029845650540664792
2026-02-16,0.029014558997005224
2026-02-17,0.028183467453345656
2026-02-18,0.02735237590968609
2026-02-19,0.031797233037650585
2026-02-20,0.03624209016561508
2026-02-21,0.02936896681785583
2026-02-22,0.02964093908667564
2026-02-23,0.02991291135549545
2026-02-24,0.029983865097165104
2026-02-25,0.030054818838834763
2026-02-26,0.030125772580504417
2026-02-27,0.030196726322174076
2026-02-28,0.03026768006384373
2026-03-01,0.02653595432639122
2026-03-02,0.026658617425709963
2026-03-03,0.026781280525028706
2026-03-04,0.02690394362434745
2026-03-05,0.02702660672366619
2026-03-06,0.01975966244935989
2026-03-07,0.03061642870306969
2026-03-08,0.03054310567677021
2026-03-09,0.03147200175694057
2026-03-10,0.03240089783711093
2026-03-11,0.03332979391728129
2026-03-12,0.034258689997451644
2026-03-13,0.035187586077622006
2026-03-14,0.03611648215779237
2026-03-15,0.03704537823796272
2026-03-16,0.02439313381910324
2026-03-17,0.029699960723519325
2026-03-18,0.03500678762793541
2026-03-19,0.03488561324775219
2026-03-20,0.03476443886756897
2026-03-21,0.0326833464205265
2026-03-22,0.03176603838801384
2026-03-23,0.03181179917671464
2026-03-24,0.031857559965415436
2026-03-25,0.031903320754116234
2026-03-26,0.03194908154281703
2026-03-27,0.03199484233151783
2026-03-28,0.03204060312021862
2026-03-29,0.03208636390891942
2026-03-30,0.03213212469762022
2026-03-31,0.032177885486321015
2026-04-01,0.03222364627502181
2026-04-02,0.03226940706372261
2026-04-03,0.03249284066259861
2026-04-04,0.03271627426147461
2026-04-05,0.03293970786035061
2026-04-06,0.03316314145922661
2026-04-07,0.030814937315881252
2026-04-08,0.0284667331725359
2026-04-09,0.02693954948335886
2026-04-10,0.02541236579418182
2026-04-11,0.026826531315843262
2026-04-12,0.028240696837504707
2026-04-13,0.02965486235916615
2026-04-14,0.02811415866017342
2026-04-15,0.027105530723929405
2026-04-16,0.026096902787685394
2026-04-17,0.025088274851441383
2026-04-18,0.02407964691519737
2026-04-19,0.02464906647801399
2026-04-20,0.025218486040830608
2026-04-21,0.02578790560364723
2026-04-22,0.02635732516646385
2026-04-23,0.026926744729280472
2026-04-24,0.02749616429209709
2026-04-25,0.02806558385491371
2026-04-26,0.02863500341773033
2026-04-27,0.02920442298054695
2026-04-28,0.02977384254336357
2026-04-29,0.029976046333710354
2026-04-30,0.030178250124057133
2026-05-01,0.030380453914403915
2026-05-02,0.030582657704750698
2026-05-03,0.030784861495097477
2026-05-04,0.03098706528544426
2026-05-05,0.03149399161338806
2026-05-06,0.03200091794133186
2026-05-07,0.032507844269275665
2026-05-08,0.03301477059721947
2026-05-09,0.03352169692516327
2026-05-10,0.0292123444378376
2026-05-11,0.027934812009334564
2026-05-12,0.02665727958083153
2026-05-13,0.026541549855699908
2026-05-14,0.026425820130568288
2026-05-15,0.026310090405436665
2026-05-16,0.026194360680305045
2026-05-17,0.02607863095517342
2026-05-18,0.0259629012300418
2026-05-19,0.02584717150491018
2026-05-20,0.02573144177977856
2026-05-21,0.025615712054646935
2026-05-22,0.025499982329515315
2026-05-23,0.025384252604383692
2026-05-24,0.02526852287925207
2026-05-25,0.02515279315412045
2026-05-26,0.024920576562484108
2026-05-27,0.02468835997084777
2026-05-28,0.02445614337921143
2026-05-29,0.02762753888964653
2026-05-30,0.02612983249127865
2026-05-31,0.02648927830159664
2026-06-01,0.02684872411191463
2026-06-02,0.028149854391813275
2026-06-03,0.029450984671711918
2026-06-04,0.030752114951610565
2026-06-05,0.03205324523150921
2026-06-06,0.03335437551140785
2026-06-07,0.030962316319346428
2026-06-08,0.028570257127285
2026-06-09,0.029223105311393733
2026-06-10,0.029875953495502466
2026-06-11,0.030528801679611202
2026-06-12,0.031181649863719935
2026-06-13,0.03183449804782867
2026-06-14,0.03138375499596198
2026-06-15,0.030933011944095288
2026-06-16,0.030482268892228596
2026-06-17,0.03003152584036191
2026-06-18,0.02958078278849522
2026-06-19,0.02913003973662853
2026-06-20,0.029457011260092255
2026-06-21,0.02978398278355598
2026-06-22,0.02846588101238012
2026-06-23,0.027147779241204262
2026-06-24,0.0258296774700284
2026-06-25,0.02451157569885254
2026-06-26,0.023193473927676678
2026-06-27,0.02187537215650082
2026-06-28,0.021947129815816882
2026-06-29,0.022018887475132944
2026-06-30,0.022090645134449007
2026-07-01,0.02216240279376507
2026-07-02,0.02223416045308113
2026-07-03,0.02799677476286888
2026-07-04,0.030246286342541378
2026-07-05,0.032495797922213875
2026-07-06,0.03474530950188637
2026-07-07,0.024580929428339
2026-07-08,0.03162375837564468
2026-07-09,0.030705446377396577
2026-07-10,0.02978713437914848
2026-07-11,0.02209873124957085
2026-07-12,0.02162659401074052
2026-07-13,0.02115445677191019
2026-07-14,0.020682319533079863
2026-07-15,0.02021018229424953
2026-07-16,0.02159918037553628
2026-07-17,0.02298817845682303
2026-07-18,0.02437717653810978
2026-07-19,0.02828991288940112
2026-07-20,0.03220264924069246
2026-07-21,0.0361153855919838
2026-07-22,0.030384043231606483
2026-07-23,0.02465270087122917
2026-07-24,0.026056592042247452
2026-07-25,0.027460483213265736
2026-07-26,0.02886437438428402
2026-07-27,0.02928540762513876
2026-07-28,0.0297064408659935
2026-07-29,0.03012747410684824
2026-07-30,0.03054850734770298
2026-07-31,0.03096954058855772
2026-08-01,0.03139057382941246
2026-08-02,0.03128364682197571
2026-08-03,0.02860475890338421
2026-08-04,0.02592587098479271
2026-08-05,0.025726874917745588
2026-08-06,0.02552787885069847
2026-08-07,0.02532888278365135
2026-08-08,0.02512988671660423
2026-08-09,0.02493089064955711
2026-08-10,0.0284255500882864
2026-08-11,0.03192020952701569
2026-08-12,0.0313480593264103
2026-08-13,0.030775909125804905
2026-08-14,0.030203758925199508
2026-08-15,0.029631608724594114
2026-08-16,0.02905945852398872
2026-08-17,0.03322684392333031
2026-08-18,0.033041150867939
2026-08-19,0.032855457812547686
2026-08-20,0.03266976475715637
2026-08-21,0.03248407170176506
2026-08-22,0.03229837864637375
2026-08-23,0.03316542729735374
2026-08-24,0.03403247594833374
2026-08-25,0.03489952459931374
2026-08-26,0.03576657325029373
2026-08-27,0.03663362190127373
2026-08-28,0.03201808407902718
2026-08-29,0.03201808407902718
