DATE_TIME,CO,NO2,SO2,CH4
2025-08-30,,87.43782630401425,20.462296367695124,1579.3333742793318
2025-08-31,,4.9203492431895075,32.11196188503013,2653.677531728249
2025-09-01,148.4061850127648,82.90458424695653,,2487.4239619609016
2025-09-02,391.58681558267523,59.41125681139471,9.86098122626458,2646.563376648366
2025-09-03,1264.9708688854314,44.252631931292605,17.064523065068826,2519.259452136156
2025-09-04,1517.6246664813302,30.136296908475682,11.732478712743061,2500.396330883409
2025-09-05,621.8425734428042,82.46021073660086,18.716472772228176,2714.9811830342705
2025-09-06,1619.1422354617755,8.783648232879452,27.161783362635788,1868.493856590395
2025-09-07,1326.624565006118,77.06151101806823,19.321047585321516,1988.7287605862289
2025-09-08,422.89622214815455,24.982494501392395,27.11958165105262,2509.807696097184
2025-09-09,1042.1869049121383,47.21937047455809,20.695065364652113,1598.5738778803352
2025-09-10,698.624321845244,48.64255091397761,23.89324254798848,2955.2428608979544
2025-09-11,409.21708452213375,78.46437200287254,19.625634323418108,2473.952024393525
2025-09-12,1435.52299516941,3.716619577835691,31.40458852966561,2041.5466914168464
2025-09-13,1741.3214781003478,,13.990641818668204,2057.9371285941206
2025-09-14,495.00122508509315,9.883786318897503,42.80658704290071,1352.861273524933
2025-09-15,242.05443722768425,77.96744082327153,34.431764513057345,2447.708644456182
2025-09-16,1126.0323178950714,82.18159886259822,20.40996257894575,3251.996526320979
2025-09-17,1339.2876873889502,69.57903270060294,22.06294963612539,1714.8084512323117
2025-09-18,569.6060084453468,4.131129333526262,39.47396125584452,2579.6678610008416
2025-09-19,1265.020758926303,32.69529898666214,37.87338986525721,1990.4234235528302
2025-09-20,,56.675534124415734,30.37884168273567,3140.600635424932
2025-09-21,182.42371362488097,13.121733801916108,5.812398504449339,2089.702240465643
2025-09-22,334.3777038555804,74.34093488642812,44.80459334857085,1613.0530664051987
2025-09-23,417.8446244344658,1.0929211219714445,39.81678239693772,1875.7357283798183
2025-09-24,1790.340431961965,62.89007602111386,17.02004352820756,2594.871694445587
2025-09-25,985.1311743644437,51.27925704981405,15.552583456912227,1912.316471697557
2025-09-26,1083.9422103082088,,36.19862180374298,3137.119082387655
2025-09-27,1349.1923990579492,55.955202768291876,3.553513286706425,3131.0379986823173
2025-09-28,1021.335012790309,77.43541577172846,43.978215210345226,1538.0558173119214
2025-09-29,1652.3610480488067,64.36846379376937,32.88034545393756,2488.3881589657913
2025-09-30,1473.4642566794591,58.3740736690001,2.026549403555377,2705.8466556157186
2025-10-01,785.0963121794385,61.70868652224037,27.280270321936072,1538.9407493012577
2025-10-02,707.2813827953394,42.367865297351806,8.352273417710474,1488.1314406632125
2025-10-03,1719.8904150084845,36.336750561293584,43.30116711624848,3151.6932946166
2025-10-04,684.1736824173518,10.106242235468196,39.52542032588775,2671.5363698647657
2025-10-05,1570.6696877411575,3.4073443474211316,30.459675012721902,2976.3619406852295
2025-10-06,1511.4721107379548,40.59194494897425,7.5374975092510255,1667.2940001166596
2025-10-07,1014.8744637208475,56.53374506339368,11.257756363064583,1440.6230751346534
2025-10-08,1668.19793336428,29.85111452510434,2.843703733984476,2032.7692653446934
2025-10-09,265.14901560052647,50.119571274896536,39.07473536437691,1904.2942717189487
2025-10-10,274.8407383732741,62.5615177231762,18.556691829366866,3277.0691636281485
2025-10-11,1292.5624026829037,4.559768155697449,28.326776998223536,2496.454934124087
2025-10-12,1613.8157775183333,58.230330578321954,25.305226526127807,2981.213953229095
2025-10-13,371.2525115269469,75.98464759042979,6.996133562824227,2182.3927623959353
2025-10-14,568.4733263248211,69.4156417336967,3.074654124621099,1309.6002556906358
2025-10-15,1243.2356004165695,6.920223209392019,28.373041522814013,1331.9182502391516
2025-10-16,379.3153108342894,33.86639398234018,35.640937313936405,1625.7406778663403
