DATE_TIME,pollutant_clean
2025-08-30,1.030403200275032e-05
2025-08-31,1.030403200275032e-05
2025-09-01,1.030403200275032e-05
2025-09-02,1.030403200275032e-05
2025-09-03,1.030403200275032e-05
2025-09-04,1.030403200275032e-05
2025-09-05,1.030403200275032e-05
2025-09-06,1.030403200275032e-05
2025-09-07,1.0559713973634646e-05
2025-09-08,1.081539594451897e-05
2025-09-09,1.1071077915403295e-05
2025-09-10,1.132675988628762e-05
2025-09-11,1.1582441857171945e-05
2025-09-12,1.1838123828056269e-05
2025-09-13,1.2093805798940595e-05
2025-09-14,1.234948776982492e-05
2025-09-15,1.2605169740709244e-05
2025-09-16,1.286085171159357e-05
2025-09-17,1.28814926938503e-05
2025-09-18,1.844873850131989e-06
2025-09-19,1.4332436450104066e-06
2025-09-20,1.021613439888824e-06
2025-09-21,6.099832347672416e-07
2025-09-22,1.9835302964565918e-07
2025-09-23,-2.132771754759233e-07
2025-09-24,4.578388086429185e-07
2025-09-25,1.1289547927617603e-06
2025-09-26,1.800070776880602e-06
2025-09-27,2.8397013807079925e-06
2025-09-28,3.8793319845353835e-06
2025-09-29,4.918962588362774e-06
2025-09-30,5.958593192190165e-06
2025-10-01,-2.903822426958413e-08
2025-10-02,-4.390814410726307e-06
2025-10-03,-2.054247033811407e-06
2025-10-04,2.8232034310349263e-07
2025-10-05,2.618887720018392e-06
2025-10-06,4.341601652413374e-06
2025-10-07,1.2853227190134932e-05
2025-10-08,2.136485272785649e-05
2025-10-09,-5.238175617705565e-06
2025-10-10,-2.1926467525190675e-06
2025-10-11,8.5288211266743e-07
2025-10-12,3.898410977853927e-06
2025-10-13,6.943939843040425e-06
2025-10-14,9.989468708226923e-06
2025-10-15,1.623395110073034e-05
2025-10-16,1.3882711452121539e-05
2025-10-17,1.1531471803512737e-05
2025-10-18,9.180232154903935e-06
2025-10-19,6.828992506295133e-06
2025-10-20,4.4777528576863314e-06
2025-10-21,2.12651320907753e-06
2025-10-22,3.1008479709271345e-06
2025-10-23,4.075182732776739e-06
2025-10-24,5.049517494626343e-06
2025-10-25,6.0238522564759475e-06
2025-10-26,6.998187018325552e-06
2025-10-27,2.897286776715191e-06
2025-10-28,2.47984803536383e-06
2025-10-29,5.085833890916547e-06
2025-10-30,5.166737537365407e-06
2025-10-31,1.9792220200542943e-06
2025-11-01,-1.208293497256818e-06
2025-11-02,1.75193290488096e-05
2025-11-03,1.508684872533195e-05
2025-11-04,1.2654368401854302e-05
2025-11-05,1.0221888078376651e-05
2025-11-06,7.789407754899003e-06
2025-11-07,5.356927431421354e-06
2025-11-08,4.477487677216156e-06
2025-11-09,3.5980479230109568e-06
2025-11-10,2.7186081688057584e-06
2025-11-11,1.8391684146005596e-06
2025-11-12,9.597286603953608e-07
2025-11-13,8.028890619016238e-08
2025-11-14,3.912448724592692e-07
2025-11-15,7.02200838728376e-07
2025-11-16,1.0131568049974828e-06
2025-11-17,1.3241127712665897e-06
2025-11-18,1.6350687375356965e-06
2025-11-19,1.9460247038048033e-06
2025-11-20,2.25698067007391e-06
2025-11-21,2.567936636343017e-06
2025-11-22,2.8788926026121237e-06
2025-11-23,3.1898485688812306e-06
2025-11-24,3.5008045351503374e-06
2025-11-25,3.811760501419444e-06
2025-11-26,4.1227164676885514e-06
2025-11-27,4.433672433957658e-06
2025-11-28,4.744628400226764e-06
2025-11-29,5.0555843664958715e-06
2025-11-30,5.366540332764979e-06
2025-12-01,5.677496299034085e-06
2025-12-02,5.9884522653031915e-06
2025-12-03,6.299408231572299e-06
2025-12-04,6.610364197841406e-06
2025-12-05,6.921320164110512e-06
2025-12-06,-2.070836444545421e-06
2025-12-07,-1.7372722244214278e-06
2025-12-08,-1.4037080042974348e-06
2025-12-09,-1.0701437841734416e-06
2025-12-10,-7.365795640494486e-07
2025-12-11,-4.0301534392545556e-07
2025-12-12,-6.945112380146234e-08
2025-12-13,2.6411309632253046e-07
2025-12-14,5.976773164465237e-07
2025-12-15,9.312415365705169e-07
2025-12-16,1.2648057566945097e-06
2025-12-17,1.598369976818503e-06
2025-12-18,4.237283519614721e-06
2025-12-19,1.304543843616557e-06
2025-12-20,4.084104223996595e-06
2025-12-21,6.863664604376633e-06
2025-12-22,9.643224984756671e-06
2025-12-23,1.04521750472486e-05
2025-12-24,-8.097249519778416e-07
2025-12-25,-2.35982643062016e-06
2025-12-26,-3.9099279092624785e-06
2025-12-27,-5.4600293879047974e-06
2025-12-28,-7.0101308665471155e-06
2025-12-29,-8.560232345189434e-06
2025-12-30,-7.53384233576071e-06
2025-12-31,-6.507452326331986e-06
2026-01-01,-5.481062316903262e-06
2026-01-02,-4.454672307474539e-06
2026-01-03,-3.428282298045815e-06
2026-01-04,-2.4018922886170913e-06
2026-01-05,-1.3755022791883675e-06
2026-01-06,-3.491122697596438e-07
2026-01-07,6.772777396690799e-07
2026-01-08,1.7036677490978036e-06
2026-01-09,2.7300577585265273e-06
2026-01-10,3.756447767955251e-06
2026-01-11,-5.460039574245457e-06
2026-01-12,2.036506430158624e-06
2026-01-13,2.7150091455041543e-06
2026-01-14,3.3935118608496846e-06
2026-01-15,4.072014576195215e-06
2026-01-16,4.750517291540746e-06
2026-01-17,5.429020006886276e-06
2026-01-18,6.107522722231806e-06
2026-01-19,6.7860254375773366e-06
2026-01-20,7.464528152922867e-06
2026-01-21,7.347495056819753e-06
2026-01-22,7.230461960716639e-06
2026-01-23,1.1128768164780926e-05
2026-01-24,1.502707436884521e-05
2026-01-25,1.377160515403375e-05
2026-01-26,5.368598976929206e-06
2026-01-27,4.6616719373560045e-06
2026-01-28,3.954744897782803e-06
2026-01-29,3.247817858209601e-06
2026-01-30,6.648123962804675e-06
2026-01-31,1.0048430067399749e-05
2026-02-01,1.3448736171994821e-05
2026-02-02,1.6849042276589897e-05
2026-02-03,2.024934838118497e-05
2026-02-04,7.156146693887422e-06
2026-02-05,4.8342524223699e-06
2026-02-06,2.5123581508523785e-06
2026-02-07,1.9046387933485676e-07
2026-02-08,-2.131430392182665e-06
2026-02-09,-4.453324663700187e-06
2026-02-10,-6.775218935217708e-06
2026-02-11,-2.3194318146124715e-06
2026-02-12,2.136355305992765e-06
2026-02-13,2.6678688413994674e-06
2026-02-14,3.19938237680617e-06
2026-02-15,3.7308959122128722e-06
2026-02-16,4.262409447619575e-06
2026-02-17,4.7939229830262775e-06
2026-02-18,5.32543651843298e-06
2026-02-19,5.856950053839682e-06
2026-02-20,6.388463589246385e-06
2026-02-21,6.165586455608718e-06
2026-02-22,5.942709321971051e-06
2026-02-23,5.719832188333385e-06
2026-02-24,4.971498583472567e-06
2026-02-25,4.223164978611749e-06
2026-02-26,3.474831373750931e-06
2026-02-27,2.726497768890113e-06
2026-02-28,2.960841546458445e-06
2026-03-01,3.1951853240267764e-06
2026-03-02,3.4295291015951084e-06
2026-03-03,3.66387287916344e-06
2026-03-04,3.898216656731772e-06
2026-03-05,4.132560434300103e-06
2026-03-06,4.3669042118684356e-06
2026-03-07,4.601247989436767e-06
2026-03-08,4.8355917670050985e-06
2026-03-09,5.069935544573431e-06
2026-03-10,5.3042793221417615e-06
2026-03-11,5.538623099710094e-06
2026-03-12,7.817090590833686e-06
2026-03-13,1.03716856756364e-05
2026-03-14,2.654887566677644e-06
2026-03-15,-5.061910542281112e-06
2026-03-16,-5.196878646529512e-06
2026-03-17,8.693396011949525e-07
2026-03-18,6.935557848919416e-06
2026-03-19,7.776615044955785e-06
2026-03-20,8.617672240992155e-06
2026-03-21,9.458729437028524e-06
2026-03-22,8.729495018795003e-06
2026-03-23,8.000260600561483e-06
2026-03-24,7.2710261823279625e-06
2026-03-25,6.5417917640944424e-06
2026-03-26,5.812557345860922e-06
2026-03-27,5.0833229276274015e-06
2026-03-28,4.354088509393881e-06
2026-03-29,3.6248540911603614e-06
2026-03-30,2.895619672926841e-06
2026-03-31,4.171557621804014e-06
2026-04-01,5.447495570681187e-06
2026-04-02,6.723433519558361e-06
2026-04-03,7.999371468435533e-06
2026-04-04,9.275309417312706e-06
2026-04-05,1.055124736618988e-05
2026-04-06,1.1827185315067052e-05
2026-04-07,1.3103123263944226e-05
2026-04-08,1.43790612128214e-05
2026-04-09,1.3530785111015577e-05
2026-04-10,1.2682509009209754e-05
2026-04-11,1.183423290740393e-05
2026-04-12,1.0985956805598107e-05
2026-04-13,1.0137680703792284e-05
2026-04-14,9.289404601986462e-06
2026-04-15,8.441128500180639e-06
2026-04-16,7.592852398374816e-06
2026-04-17,8.283675015263725e-06
2026-04-18,3.306578832962259e-07
2026-04-19,9.138351742876694e-06
2026-04-20,1.0622063200571574e-05
2026-04-21,1.2105774658266457e-05
2026-04-22,1.3589486115961337e-05
2026-04-23,1.507319757365622e-05
2026-04-24,1.65569090313511e-05
2026-04-25,1.1638056548690658e-05
2026-04-26,6.719204066030215e-06
2026-04-27,5.964181582385208e-06
2026-04-28,5.209159098740201e-06
2026-04-29,4.454136615095194e-06
2026-04-30,1.532167516415939e-05
2026-05-01,1.2553460237541007e-05
2026-05-02,9.78524531092262e-06
2026-05-03,7.017030384304235e-06
2026-05-04,4.248815457685851e-06
2026-05-05,3.530584308464313e-06
2026-05-06,-6.044708243280184e-06
2026-05-07,1.47975106301601e-06
2026-05-08,9.601990086594014e-06
2026-05-09,1.772422911017202e-05
2026-05-10,1.0228467696530668e-05
2026-05-11,2.732706282889316e-06
2026-05-12,-4.763055130752036e-06
2026-05-13,-4.134237769903848e-06
2026-05-14,-3.5054204090556595e-06
2026-05-15,-2.876603048207471e-06
2026-05-16,-2.2477856873592827e-06
2026-05-17,-1.6189683265110943e-06
2026-05-18,-9.90150965662906e-07
2026-05-19,-3.6133360481471755e-07
2026-05-20,2.6748375603347085e-07
2026-05-21,8.963011168816593e-07
2026-05-22,1.5251184777298477e-06
2026-05-23,2.153935838578036e-06
2026-05-24,2.470572781021474e-06
2026-05-25,2.787209723464912e-06
2026-05-26,5.563847935263766e-06
2026-05-27,8.438140139332972e-06
2026-05-28,1.131243234340218e-05
2026-05-29,1.4186724547471387e-05
2026-05-30,1.7061016751540593e-05
2026-05-31,1.99353089556098e-05
2026-06-01,1.0872766627774885e-05
2026-06-02,1.8102242999399713e-06
2026-06-03,-7.252318027894944e-06
2026-06-04,1.241480913449777e-05
2026-06-05,4.530442879513428e-06
2026-06-06,-3.353923375470913e-06
2026-06-07,-2.1210415980021934e-06
2026-06-08,-8.881598205334738e-07
2026-06-09,3.447219569352458e-07
2026-06-10,1.5776037344039654e-06
2026-06-11,2.810485511872685e-06
2026-06-12,6.968343996049953e-06
2026-06-13,1.112620248022722e-05
2026-06-14,7.079082062470358e-06
2026-06-15,3.031961644713496e-06
2026-06-16,-1.015158773043368e-06
2026-06-17,3.5593894267549327e-06
2026-06-18,8.133937626553234e-06
2026-06-19,8.374462368010427e-06
2026-06-20,8.61498710946762e-06
2026-06-21,8.855511850924813e-06
2026-06-22,9.096036592382006e-06
2026-06-23,1.0254879725835053e-05
2026-06-24,1.1413722859288098e-05
2026-06-25,1.2572565992741144e-05
2026-06-26,1.373140912619419e-05
2026-06-27,-2.212899943287994e-07
2026-06-28,3.9481944164825625e-07
2026-06-29,1.0109288776253119e-06
2026-06-30,1.6270383136023675e-06
2026-07-01,2.243147749579423e-06
2026-07-02,2.8592571855564785e-06
2026-07-03,3.4753666215335343e-06
2026-07-04,4.09147605751059e-06
2026-07-05,8.31071997708932e-06
2026-07-06,1.252996389666805e-05
2026-07-07,1.288568398649659e-07
2026-07-08,6.276005895718603e-07
2026-07-09,1.1263443392787547e-06
2026-07-10,1.625088088985649e-06
2026-07-11,9.255401967796691e-07
2026-07-12,2.2599230457368935e-07
2026-07-13,-4.735555876322906e-07
2026-07-14,1.694336219770776e-06
2026-07-15,7.990473250174547e-06
2026-07-16,1.4286610280578317e-05
2026-07-17,2.058274731098209e-05
2026-07-18,1.8359398457808616e-05
2026-07-19,1.6136049604635144e-05
2026-07-20,1.3912700751461672e-05
2026-07-21,1.16893518982882e-05
2026-07-22,9.466003045114727e-06
2026-07-23,7.242654191941256e-06
2026-07-24,6.401122760735234e-06
2026-07-25,5.559591329529212e-06
2026-07-26,4.71805989832319e-06
2026-07-27,3.8765284671171685e-06
2026-07-28,3.0349970359111467e-06
2026-07-29,2.193465604705125e-06
2026-07-30,1.351934173499103e-06
2026-07-31,5.104027422930812e-07
2026-08-01,-2.781300281640142e-06
2026-08-02,7.175021892180666e-06
2026-08-03,6.113926815487503e-06
2026-08-04,5.052831738794339e-06
2026-08-05,3.991736662101175e-06
2026-08-06,2.9306415854080115e-06
2026-08-07,1.8695465087148477e-06
2026-08-08,8.08451432021684e-07
2026-08-09,-4.1492027473092707e-07
2026-08-10,-1.6382919814835382e-06
2026-08-11,-2.861663688236149e-06
2026-08-12,4.16640290268333e-07
2026-08-13,4.220461865619049e-06
2026-08-14,8.024283440969764e-06
2026-08-15,1.182810501632048e-05
2026-08-16,-1.239779749084846e-06
2026-08-17,6.784109245927539e-06
2026-08-18,1.145635724242311e-05
2026-08-19,1.1451480531832205e-05
2026-08-20,1.14466038212413e-05
2026-08-21,4.315703336033039e-06
